AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5,PCP_PC,PCP_PO,PCP_NP,PCP_CY,PCP_AR,PCP_BS,PCP_HB,PCP_HL,PCP_SC,PCP_SM,PCP_LR,DDR_A,DDR_C,DDR_D,DDR_E,DDR_F,DDR_G,DDR_H,DDR_I,DDR_K,DDR_L,DDR_M,DDR_N,DDR_P,DDR_Q,DDR_R,DDR_S,DDR_T,DDR_V,DDR_W,DDR_Y,RRI_A,RRI_C,RRI_D,RRI_E,RRI_F,RRI_G,RRI_H,RRI_I,RRI_K,RRI_L,RRI_M,RRI_N,RRI_P,RRI_Q,RRI_R,RRI_S,RRI_T,RRI_V,RRI_W,RRI_Y,Class
8.7,0.0,14.29,8.7,4.97,9.94,4.97,4.35,3.11,6.83,3.73,1.86,2.48,2.48,5.59,2.48,4.97,6.83,1.86,1.86,0.527,-0.408,-0.096,-0.482,0.141,0.137,0.118,0.497,0.025,0.087,0.137,0.447,0.18,0.037,0.516,0.484,14.45,48.55,23.6,27.88,54.0,17.81,127.9,42.51,51.0,14.37,50.5,161.36,22.22,67.55,18.22,53.41,25.53,26.07,62.33,0.0,1.18,1.0,1.67,1.17,1.22,1.22,1.0,1.0,1.0,1.15,1.0,1.0,1.4,1.0,1.2,1.0,1.0,1.27,1.0,0.0,nonDRNA
14.85,1.75,7.86,5.24,3.93,7.86,0.87,3.93,3.06,11.35,2.62,0.87,8.73,1.75,8.73,2.62,6.11,6.55,1.31,0.0,0.001,-0.725,-0.221,-0.333,0.357,0.127,0.122,0.611,0.087,0.052,0.127,0.611,0.223,0.044,0.572,0.428,10.25,93.87,25.73,21.68,33.51,20.18,104.36,26.17,26.83,29.68,74.95,47.06,45.54,62.19,27.11,100.18,29.73,29.18,201.16,66.47,1.25,1.0,1.4,1.0,1.0,1.11,1.0,1.11,1.0,1.27,1.33,1.0,1.0,1.0,1.0,1.5,1.12,1.12,1.0,1.0,nonDRNA
15.44,1.54,7.72,6.18,3.09,6.95,1.54,7.34,7.34,8.49,2.32,2.7,3.09,1.54,4.63,4.63,6.56,6.18,0.39,2.32,0.198,-0.774,-0.272,-0.482,0.233,0.135,0.166,0.533,0.031,0.058,0.135,0.544,0.193,0.039,0.548,0.452,20.76,252.17,25.14,28.01,62.61,21.9,77.0,34.75,50.69,20.01,60.61,60.98,50.58,52.48,25.35,30.38,33.2,27.64,208.9,74.24,1.24,1.0,1.08,1.11,1.15,1.36,1.08,1.06,1.0,1.07,1.0,1.0,1.1,1.11,1.22,1.1,1.14,1.14,1.0,1.06,nonDRNA
10.52,0.64,6.5,6.4,3.66,8.14,2.38,6.13,3.2,8.23,2.84,3.66,3.57,5.12,7.59,5.76,5.4,6.77,0.64,2.84,0.273,-0.561,-0.333,-0.458,0.165,0.132,0.198,0.505,0.036,0.071,0.132,0.484,0.204,0.035,0.51,0.49,16.73,93.39,31.93,24.49,93.71,22.83,97.09,27.98,28.38,16.65,40.83,53.23,26.32,70.33,53.24,32.55,32.37,16.24,137.98,106.49,1.16,1.0,1.0,1.08,1.0,1.15,1.0,1.2,1.18,1.24,1.0,1.0,1.0,1.0,1.0,1.19,1.0,1.11,1.0,1.0,nonDRNA
10.82,1.75,5.26,7.31,2.34,7.6,1.17,5.85,6.43,9.94,3.51,2.92,7.02,1.75,3.22,6.14,4.68,10.53,0.58,1.17,-0.072,-0.872,-0.227,-0.491,0.25,0.108,0.155,0.582,0.07,0.041,0.108,0.57,0.208,0.053,0.567,0.433,14.83,97.59,22.08,24.89,52.34,16.6,89.0,31.77,117.67,13.87,64.59,49.89,38.1,52.9,16.59,44.69,47.05,19.04,233.04,44.38,1.09,1.0,1.0,1.07,1.0,1.22,1.0,1.0,1.0,1.23,1.0,1.0,1.0,1.0,1.43,1.24,1.0,1.65,1.0,1.0,nonDRNA
11.81,1.01,6.53,7.04,3.02,9.05,2.01,4.77,0.75,10.8,2.01,2.76,4.02,3.02,11.56,4.27,3.02,8.54,0.25,3.77,0.209,-0.577,-0.399,-0.416,0.184,0.143,0.151,0.543,0.04,0.07,0.143,0.492,0.211,0.03,0.51,0.49,15.01,105.43,34.79,28.03,65.03,21.09,59.37,39.27,54.36,21.45,53.18,47.23,36.55,49.23,30.1,38.82,35.13,21.26,62.23,74.86,1.22,1.0,1.17,1.06,1.0,1.29,1.14,1.0,1.0,1.12,1.0,1.26,1.0,1.1,1.0,1.08,1.0,1.15,1.0,1.0,nonDRNA
11.31,1.26,6.46,5.92,2.51,9.87,2.51,4.49,3.95,8.62,3.05,4.13,4.49,3.77,5.92,4.31,5.21,7.18,2.33,2.69,0.209,-0.618,-0.218,-0.368,0.131,0.124,0.172,0.539,0.045,0.075,0.124,0.504,0.21,0.043,0.542,0.458,18.75,0.0,35.7,21.08,32.62,18.48,41.67,32.17,25.55,21.65,64.68,30.83,27.03,34.11,34.55,62.27,30.39,24.35,54.61,35.66,1.16,0.0,1.0,1.11,1.0,1.37,1.0,1.0,1.0,1.23,1.0,1.0,1.12,1.0,1.0,1.2,1.0,1.11,1.0,1.0,nonDRNA
8.68,0.0,5.56,6.25,5.21,9.38,3.47,4.17,5.56,9.03,1.74,4.86,5.56,3.82,4.86,3.47,5.56,6.25,2.78,3.82,0.062,-0.375,-0.244,-0.293,0.11,0.139,0.167,0.528,0.056,0.118,0.139,0.49,0.243,0.017,0.493,0.507,27.27,99.27,67.13,53.44,108.71,35.19,66.73,83.25,18.43,41.83,93.62,110.7,18.76,84.08,24.6,29.18,37.73,43.44,200.27,144.4,1.16,1.07,1.12,1.18,1.0,1.2,1.0,1.0,1.28,1.12,1.0,1.0,1.25,1.0,1.18,1.2,1.0,1.09,1.0,1.0,nonDRNA
7.06,3.03,3.59,6.17,1.79,7.85,2.91,2.58,10.31,5.38,1.91,1.79,11.77,3.03,7.29,7.96,5.83,7.4,0.9,1.46,0.52,-0.497,-0.24,-0.152,0.257,0.205,0.213,0.466,0.118,0.041,0.205,0.476,0.341,0.049,0.563,0.437,20.68,61.15,31.04,37.97,48.21,19.18,136.05,27.38,25.59,23.29,82.69,27.37,49.89,65.51,32.43,26.55,29.3,19.78,0.0,36.61,1.19,1.0,1.0,1.21,1.0,1.15,1.0,1.17,1.46,1.21,1.0,1.0,1.13,1.0,1.0,1.21,1.1,1.07,0.0,1.0,nonDRNA
9.17,1.78,5.92,5.62,2.96,7.99,1.18,7.1,7.69,8.28,2.96,4.44,4.44,2.07,3.85,5.62,5.92,8.58,0.0,4.44,0.054,-0.702,-0.282,-0.484,0.109,0.127,0.198,0.515,0.044,0.074,0.127,0.512,0.216,0.047,0.538,0.462,14.04,51.33,21.08,18.91,30.61,16.27,41.9,28.08,64.9,12.54,41.45,97.58,26.99,25.5,15.93,30.37,41.59,34.48,31.73,37.43,1.36,1.67,1.2,1.0,1.25,1.18,1.0,1.0,1.0,1.24,1.0,1.0,1.0,1.0,1.0,1.25,1.0,1.0,1.0,1.0,nonDRNA
8.73,2.38,7.94,5.56,6.35,8.73,1.59,4.76,0.79,13.49,3.17,1.59,5.56,4.76,6.35,6.35,4.76,2.38,2.38,2.38,-0.131,-0.472,-0.061,-0.423,0.178,0.087,0.206,0.556,0.056,0.111,0.087,0.54,0.159,0.056,0.484,0.516,9.8,99.01,31.78,26.15,48.43,16.78,47.73,25.73,199.99,16.96,120.31,82.52,61.35,40.54,26.83,38.45,71.35,15.89,236.27,62.61,1.48,1.0,1.0,1.32,1.0,1.17,1.0,1.12,1.0,1.28,1.0,1.0,1.0,1.0,1.08,1.27,1.0,1.11,1.0,1.0,nonDRNA
17.46,1.13,5.35,7.04,2.25,10.14,3.94,4.51,0.56,8.17,1.69,2.25,2.82,4.79,7.04,4.23,3.66,10.42,0.28,2.25,0.276,-0.92,-0.274,-0.461,0.25,0.115,0.161,0.577,0.028,0.048,0.115,0.524,0.166,0.028,0.575,0.425,13.58,185.42,30.69,38.98,85.79,13.92,51.37,60.44,39.87,13.78,68.54,46.7,25.48,111.19,90.27,25.78,32.76,14.96,78.95,45.37,1.44,1.0,1.13,1.11,1.0,1.0,1.0,1.4,1.0,1.25,1.25,1.0,1.13,1.0,1.0,1.22,1.14,1.29,1.0,1.2,nonDRNA
14.14,0.34,5.17,6.21,2.07,10.34,2.07,3.45,2.76,11.03,2.76,3.1,5.17,1.72,4.14,6.21,4.83,9.66,1.38,3.45,-0.039,-0.905,-0.175,-0.472,0.236,0.09,0.166,0.6,0.052,0.069,0.09,0.548,0.172,0.031,0.59,0.41,18.21,132.5,18.89,28.87,48.94,13.63,77.98,22.21,18.11,27.61,80.34,48.09,56.35,64.55,33.36,28.33,19.6,17.16,81.9,106.54,1.16,1.0,1.11,1.5,1.22,1.21,1.0,1.12,1.0,1.13,1.29,1.25,1.0,1.0,1.0,1.14,1.48,1.25,1.0,1.0,nonDRNA
9.92,0.79,7.14,6.35,3.57,11.51,1.59,6.35,6.75,5.95,2.78,3.17,2.38,1.59,3.57,5.56,8.33,9.52,1.19,1.98,0.267,-0.903,-0.281,-0.544,0.096,0.119,0.183,0.532,0.024,0.067,0.119,0.508,0.175,0.036,0.583,0.417,19.35,83.18,30.48,27.3,66.62,18.79,135.94,30.05,26.17,17.69,73.62,38.32,56.67,40.15,46.28,24.82,27.46,20.26,0.0,26.82,1.13,1.0,1.0,1.1,1.0,1.14,1.0,1.22,1.52,1.12,1.0,1.0,1.0,1.0,1.0,1.25,1.19,1.07,0.0,1.0,nonDRNA
8.85,1.77,5.31,5.9,2.36,8.55,0.88,5.31,7.96,9.73,2.06,3.24,3.83,3.83,3.24,7.08,6.19,8.55,0.0,5.31,0.105,-0.75,-0.313,-0.555,0.134,0.121,0.242,0.493,0.038,0.077,0.121,0.487,0.192,0.038,0.534,0.466,17.05,285.69,18.92,27.51,52.61,21.03,82.76,31.84,44.82,17.91,129.27,47.71,38.57,73.8,49.13,30.97,26.12,26.5,113.84,58.19,1.21,1.0,1.19,1.14,1.0,1.03,1.0,1.0,1.0,1.21,1.0,1.14,1.0,1.08,1.36,1.06,1.26,1.2,1.0,1.0,nonDRNA
11.49,0.55,8.48,5.75,2.87,8.07,2.19,5.61,4.24,9.3,2.46,3.83,4.1,3.28,5.34,4.51,7.25,6.98,1.37,2.33,0.214,-0.654,-0.254,-0.5,0.196,0.118,0.179,0.523,0.041,0.066,0.118,0.52,0.197,0.03,0.553,0.447,16.25,281.72,21.1,37.53,70.54,20.49,86.05,33.51,50.5,17.75,92.97,45.52,33.83,50.41,32.4,35.48,27.07,22.21,113.45,58.9,1.37,1.0,1.13,1.11,1.0,1.1,1.0,1.0,1.0,1.15,1.0,1.14,1.0,1.15,1.48,1.12,1.29,1.17,1.0,1.0,nonDRNA
11.74,0.54,8.37,4.86,3.1,8.1,1.89,5.53,3.51,8.77,2.56,3.91,4.86,3.51,6.21,4.59,6.48,7.96,1.35,2.16,0.172,-0.652,-0.25,-0.466,0.211,0.116,0.173,0.54,0.049,0.066,0.116,0.529,0.204,0.031,0.565,0.435,12.05,269.9,29.04,29.13,93.15,16.71,83.37,103.17,165.42,17.15,146.93,146.8,32.12,68.32,22.82,30.99,45.24,19.57,114.67,189.61,1.4,1.0,1.17,1.11,1.09,1.19,1.05,1.0,1.0,1.21,1.0,1.0,1.01,1.07,1.15,1.16,1.07,1.24,1.0,1.0,nonDRNA
15.5,0.62,6.67,7.01,2.41,10.23,2.33,1.93,1.01,10.6,1.29,1.32,5.58,2.58,7.93,6.08,4.63,9.62,1.51,1.15,0.257,-0.863,-0.219,-0.465,0.324,0.113,0.151,0.587,0.056,0.051,0.113,0.537,0.182,0.019,0.602,0.398,22.45,99.64,31.27,59.82,35.74,21.7,81.34,29.5,118.83,36.34,114.0,18.37,52.39,34.95,59.56,16.7,41.85,16.0,138.04,34.23,1.21,1.0,1.0,1.0,1.11,1.21,1.0,1.23,1.0,1.0,1.0,1.07,1.07,1.12,1.08,1.2,1.05,1.19,1.0,1.0,nonDRNA
8.17,1.97,4.65,2.68,4.93,9.44,1.97,6.06,1.55,4.51,1.97,8.45,3.8,4.65,3.52,9.72,5.21,10.14,0.99,5.63,0.112,-0.626,-0.005,-0.523,-0.035,0.07,0.272,0.5,0.038,0.115,0.07,0.477,0.193,0.039,0.615,0.385,37.03,92.92,23.23,21.34,41.15,77.58,55.67,19.7,22.98,12.73,118.36,25.01,54.88,58.51,33.09,32.24,39.91,71.68,49.09,27.06,1.0,1.0,1.0,1.42,1.15,1.0,1.25,1.08,1.18,1.34,1.0,1.36,1.0,1.15,1.0,1.19,1.0,1.0,1.0,1.0,nonDRNA
3.59,0.98,8.82,7.84,4.25,1.31,2.61,7.84,7.19,11.44,1.63,7.19,2.94,4.25,3.59,6.86,5.23,3.59,2.61,6.21,0.057,0.067,-0.251,-0.511,0.018,0.134,0.235,0.392,0.029,0.131,0.134,0.441,0.235,0.026,0.405,0.595,26.99,98.86,23.11,28.25,43.69,23.4,122.47,41.08,48.35,30.41,110.99,37.3,39.53,91.18,42.43,28.82,27.1,33.01,94.12,23.05,1.38,1.0,1.15,1.21,1.05,1.16,1.09,1.19,1.04,1.14,1.11,1.08,1.21,1.1,1.0,1.07,1.07,1.04,1.0,1.09,nonDRNA
7.08,1.87,8.32,6.97,4.58,7.91,2.39,5.62,5.2,6.04,1.98,5.2,4.99,2.08,4.06,5.62,6.14,4.99,1.87,7.08,0.239,-0.289,-0.024,-0.46,-0.006,0.117,0.228,0.451,0.05,0.135,0.117,0.452,0.219,0.039,0.521,0.479,18.24,128.09,21.22,25.21,42.55,18.44,48.51,32.6,51.54,15.72,102.04,46.34,27.24,34.21,40.93,29.04,20.15,19.84,94.27,132.89,1.22,1.0,1.0,1.24,1.0,1.06,1.0,1.0,1.0,1.17,1.0,1.14,1.19,1.0,1.4,1.11,1.14,1.3,1.0,1.0,nonDRNA
9.55,1.06,5.84,6.63,4.77,8.75,3.45,4.77,3.18,9.28,2.39,3.71,5.57,3.98,3.98,4.77,7.43,8.75,1.06,1.06,0.056,-0.725,-0.203,-0.471,0.179,0.106,0.183,0.549,0.056,0.069,0.106,0.546,0.199,0.034,0.554,0.446,22.72,385.33,29.85,44.52,46.46,14.85,192.92,34.04,36.78,28.71,49.86,39.11,38.93,46.92,33.94,27.35,21.67,22.23,88.27,54.08,1.26,1.0,1.07,1.11,1.09,1.22,1.0,1.08,1.19,1.11,1.0,1.2,1.0,1.0,1.21,1.16,1.09,1.14,1.0,1.0,nonDRNA
9.6,0.18,5.43,3.44,4.17,11.41,0.72,4.71,5.62,6.34,2.9,5.43,4.17,3.44,5.07,6.88,7.79,7.61,1.63,3.44,0.218,-0.708,-0.243,-0.435,0.085,0.114,0.217,0.525,0.042,0.092,0.114,0.491,0.21,0.031,0.585,0.415,13.59,123.34,29.19,19.19,44.26,17.97,39.2,47.74,66.44,18.67,57.19,68.26,22.12,97.89,37.88,30.58,26.74,22.66,72.69,55.49,1.24,1.0,1.21,1.09,1.17,1.09,1.17,1.0,1.0,1.21,1.0,1.0,1.0,1.4,1.0,1.0,1.18,1.0,1.0,1.0,nonDRNA
11.11,1.01,6.4,7.74,4.04,7.74,4.04,3.7,1.68,9.43,3.03,1.35,7.74,1.68,5.39,4.38,7.41,7.07,2.69,2.36,-0.045,-0.576,-0.103,-0.318,0.216,0.111,0.168,0.566,0.077,0.091,0.111,0.572,0.202,0.04,0.542,0.458,25.18,66.18,15.05,19.16,26.08,19.09,38.14,30.85,14.02,16.15,113.66,34.13,39.81,53.79,44.09,34.24,39.8,28.1,43.7,54.27,1.0,1.0,1.1,1.0,1.15,1.12,1.0,1.0,1.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nonDRNA
6.57,1.52,10.1,6.06,6.57,8.08,2.53,5.05,10.61,7.58,1.52,5.56,3.03,2.53,2.02,5.56,5.05,4.55,3.03,2.53,0.34,-0.261,-0.095,-0.402,0.047,0.152,0.172,0.46,0.03,0.121,0.152,0.444,0.237,0.03,0.5,0.5,15.7,147.15,21.48,27.04,74.01,21.09,44.59,42.68,152.25,15.59,86.08,71.16,31.25,43.21,20.02,36.65,26.78,22.68,314.1,71.5,1.14,1.0,1.07,1.23,1.17,1.07,1.17,1.0,1.0,1.29,1.0,1.0,1.08,1.0,1.2,1.11,1.27,1.19,1.0,1.0,nonDRNA
10.84,0.74,6.65,6.4,2.96,7.14,2.96,4.43,1.23,11.82,1.97,2.46,6.4,4.19,7.39,4.68,7.39,7.88,0.49,1.97,0.078,-0.673,-0.309,-0.48,0.275,0.116,0.19,0.539,0.064,0.054,0.116,0.549,0.204,0.027,0.542,0.458,14.37,208.64,20.14,50.21,32.22,16.76,61.89,54.64,59.71,19.09,154.0,102.46,28.84,66.56,18.06,42.6,38.33,34.28,89.26,106.44,1.52,1.0,1.16,1.0,1.1,1.24,1.0,1.0,1.0,1.16,1.0,1.0,1.15,1.0,1.24,1.12,1.15,1.26,1.25,1.0,nonDRNA
14.76,0.48,8.81,4.05,4.76,12.14,2.14,2.38,3.33,8.81,1.19,1.67,6.19,2.62,7.86,4.05,6.19,5.48,1.9,1.19,0.348,-0.711,-0.15,-0.342,0.295,0.133,0.145,0.576,0.062,0.079,0.133,0.521,0.212,0.017,0.598,0.402,13.99,132.49,23.61,20.73,45.5,27.71,54.75,64.9,106.63,14.22,57.81,148.1,29.87,80.48,24.54,34.24,34.65,18.66,287.65,106.22,1.23,1.0,1.12,1.21,1.0,1.0,1.13,1.0,1.0,1.29,1.0,1.0,1.14,1.2,1.29,1.1,1.0,1.05,1.0,1.0,nonDRNA
10.81,0.74,7.86,6.88,3.69,5.41,3.69,2.46,1.23,12.04,2.7,1.47,7.13,2.46,8.6,4.91,6.39,9.34,0.74,1.47,0.072,-0.545,-0.273,-0.377,0.3,0.135,0.16,0.543,0.071,0.059,0.135,0.56,0.221,0.034,0.541,0.459,8.92,0.0,20.84,22.51,40.22,26.17,62.6,24.85,33.44,20.68,57.8,84.89,46.03,23.03,41.61,28.41,30.28,11.29,48.57,81.6,1.93,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.29,1.0,1.0,1.0,1.0,1.0,1.0,1.18,1.38,1.0,1.0,nonDRNA
17.39,0.0,9.94,4.97,2.48,3.73,3.11,6.83,3.73,8.7,1.86,2.48,3.11,4.97,3.11,4.35,6.83,9.94,1.86,0.62,0.056,-0.761,-0.255,-0.536,0.356,0.099,0.168,0.559,0.031,0.05,0.099,0.59,0.155,0.019,0.578,0.422,26.08,137.06,40.1,33.12,102.27,22.33,62.79,100.08,71.37,38.65,81.27,64.03,47.59,32.86,31.36,29.48,35.56,49.7,119.36,162.11,1.21,1.0,1.0,1.89,1.29,1.24,1.0,1.22,1.37,1.09,1.0,1.07,1.28,1.11,1.12,1.05,1.12,1.14,1.0,1.0,nonDRNA
8.22,2.2,5.29,7.93,2.06,8.52,2.35,3.96,7.2,6.46,2.35,4.11,8.52,5.14,7.05,5.73,4.99,4.26,1.62,2.06,0.572,-0.389,-0.208,-0.321,0.177,0.166,0.201,0.46,0.085,0.057,0.166,0.446,0.292,0.046,0.518,0.482,26.39,138.77,40.48,30.8,103.16,21.37,63.35,101.74,72.85,38.94,64.7,65.03,47.39,31.0,31.28,29.36,36.55,50.68,120.59,164.17,1.16,1.0,1.0,1.89,1.29,1.26,1.0,1.22,1.37,1.09,1.0,1.07,1.25,1.11,1.12,1.05,1.28,1.14,1.0,1.0,nonDRNA
7.46,2.19,5.26,7.89,2.05,9.06,2.34,3.95,7.16,6.43,2.49,4.09,8.19,5.41,7.02,5.99,5.26,4.09,1.61,2.05,0.598,-0.399,-0.216,-0.334,0.16,0.165,0.209,0.453,0.082,0.057,0.165,0.437,0.288,0.047,0.516,0.484,23.77,86.56,19.75,22.28,33.48,23.7,31.1,32.88,32.68,20.2,84.71,85.85,24.62,46.39,28.58,34.15,43.07,34.41,34.73,54.79,1.12,1.0,1.0,1.1,1.0,1.19,1.14,1.14,1.0,1.46,1.29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nonDRNA
6.16,1.09,8.33,7.25,3.99,7.61,5.07,5.07,3.62,9.42,2.54,2.17,6.88,3.99,6.52,3.62,4.35,5.43,3.26,3.62,0.1,-0.204,-0.185,-0.229,0.144,0.152,0.167,0.504,0.069,0.109,0.152,0.482,0.243,0.036,0.457,0.543,24.8,119.87,18.89,12.09,40.5,29.46,27.8,19.77,33.1,16.76,109.68,0.0,34.98,67.42,12.85,26.6,28.08,15.89,0.0,35.97,1.0,1.0,1.0,1.32,1.0,1.0,1.29,1.2,1.29,1.0,1.0,0.0,1.0,1.0,1.24,1.0,1.0,1.0,0.0,1.0,nonDRNA
4.93,0.7,8.45,13.38,2.82,4.23,4.93,7.04,4.93,9.15,2.11,0.0,2.82,1.41,11.97,4.23,6.34,7.75,0.0,2.82,0.522,-0.24,-0.625,-0.435,0.141,0.218,0.155,0.408,0.028,0.056,0.218,0.437,0.246,0.028,0.394,0.606,24.83,111.35,15.89,17.6,55.59,19.11,78.7,19.76,45.14,19.48,34.43,27.91,16.93,68.23,46.43,91.39,34.41,24.84,82.15,66.47,1.5,1.0,1.29,1.46,1.0,1.25,1.0,1.14,1.0,1.43,1.44,1.0,1.0,1.0,1.0,1.0,1.29,1.18,1.0,1.5,nonDRNA
7.69,1.28,8.97,8.33,2.56,10.26,0.64,8.97,2.56,8.97,5.77,4.49,6.41,3.21,3.21,1.28,4.49,7.05,1.28,2.56,-0.115,-0.709,-0.12,-0.602,0.111,0.064,0.128,0.59,0.064,0.064,0.064,0.545,0.173,0.071,0.519,0.481,16.91,101.89,31.55,22.03,35.82,15.39,49.99,31.34,44.98,23.55,47.01,45.54,25.79,31.73,30.45,44.05,22.77,36.77,39.93,39.77,1.19,1.0,1.07,1.22,1.0,1.19,1.0,1.0,1.0,1.26,1.12,1.0,1.07,1.29,1.0,1.0,1.06,1.19,1.0,1.0,nonDRNA
9.13,1.52,6.52,8.04,3.7,9.35,2.39,4.35,3.04,6.74,3.48,2.83,5.87,4.57,6.09,4.35,6.74,4.57,3.04,3.7,0.245,-0.427,-0.13,-0.374,0.084,0.115,0.209,0.502,0.059,0.104,0.115,0.491,0.202,0.05,0.509,0.491,23.41,96.27,24.88,26.34,51.54,31.72,92.72,18.41,24.05,14.55,57.58,44.83,35.55,64.43,46.16,19.99,27.56,18.05,122.11,42.74,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.08,1.0,1.27,1.0,1.13,1.17,1.0,1.12,1.23,1.26,1.07,1.0,1.55,nonDRNA
6.89,0.9,6.59,5.99,3.89,4.19,1.8,7.78,5.09,11.08,3.59,4.49,3.59,2.4,4.79,7.78,6.89,8.38,0.6,3.29,-0.126,-0.535,-0.34,-0.516,0.128,0.117,0.213,0.5,0.036,0.078,0.117,0.536,0.198,0.045,0.497,0.503,15.73,0.0,20.8,24.09,60.96,18.3,127.27,34.38,67.56,12.73,201.99,129.05,28.2,138.84,30.69,28.59,18.84,34.29,67.25,73.64,1.27,0.0,1.42,1.0,1.0,1.1,1.0,1.0,1.0,1.08,1.0,1.0,1.14,1.0,1.0,1.25,1.1,1.47,1.0,1.0,nonDRNA
13.39,0.0,8.48,4.91,3.12,8.93,0.89,3.12,2.23,10.71,0.89,0.89,6.25,0.89,8.48,7.14,8.93,7.59,1.79,1.34,0.208,-0.8,-0.262,-0.493,0.334,0.116,0.183,0.558,0.062,0.062,0.116,0.558,0.188,0.009,0.616,0.384,16.47,460.88,22.01,24.75,31.0,26.32,74.2,52.4,109.31,19.06,58.01,68.82,31.94,62.41,32.46,33.8,31.92,20.52,193.32,88.81,1.24,1.0,1.13,1.05,1.08,1.1,1.17,1.17,1.0,1.1,1.0,1.33,1.19,1.17,1.32,1.0,1.17,1.13,1.0,1.0,nonDRNA
13.77,0.18,8.51,7.43,4.71,7.43,2.17,4.17,1.45,7.61,2.9,2.17,5.8,2.17,6.7,4.71,6.34,8.33,1.27,2.17,0.152,-0.633,-0.144,-0.481,0.251,0.103,0.156,0.56,0.058,0.082,0.103,0.551,0.183,0.031,0.572,0.428,10.81,203.42,43.59,35.49,73.44,13.95,119.76,31.37,23.04,23.5,34.67,40.62,37.95,48.24,45.77,28.43,33.7,16.51,129.2,123.19,1.37,1.0,1.0,1.1,1.0,1.28,1.0,1.0,1.08,1.07,1.0,1.0,1.0,1.13,1.14,1.0,1.0,1.32,1.0,1.0,nonDRNA
16.54,0.76,4.83,5.09,2.04,10.94,1.27,5.09,6.62,6.87,4.58,3.31,4.58,3.82,3.56,4.58,4.07,9.67,0.76,1.02,0.143,-1.011,-0.247,-0.394,0.255,0.115,0.142,0.611,0.046,0.038,0.115,0.55,0.193,0.053,0.593,0.407,30.8,154.45,24.01,23.41,34.64,21.69,32.3,30.69,25.37,10.53,37.95,32.09,76.75,43.92,60.65,25.37,46.78,23.7,100.05,42.04,1.17,1.0,1.12,1.22,1.0,1.25,1.0,1.17,1.0,1.52,1.0,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,nonDRNA
5.83,0.49,8.25,8.74,4.85,7.77,3.88,5.83,6.31,13.11,3.4,4.85,2.43,4.37,2.91,4.85,3.88,4.85,0.97,2.43,0.131,-0.399,-0.26,-0.516,0.117,0.131,0.16,0.49,0.024,0.083,0.131,0.456,0.204,0.039,0.432,0.568,14.36,114.68,38.52,22.68,34.0,21.35,55.81,29.55,41.33,17.01,42.45,47.69,56.49,62.93,33.05,25.55,49.78,23.85,258.76,53.14,1.24,1.0,1.0,1.0,1.11,1.14,1.0,1.1,1.11,1.27,1.11,1.0,1.21,1.14,1.0,1.0,1.16,1.24,1.0,1.0,nonDRNA
11.67,1.19,5.24,5.95,4.29,10.24,2.62,4.76,4.29,8.81,4.29,2.38,4.52,3.33,4.76,5.0,5.95,7.86,0.48,2.38,0.042,-0.803,-0.225,-0.391,0.171,0.117,0.179,0.569,0.045,0.071,0.117,0.538,0.186,0.055,0.54,0.46,17.82,93.35,33.08,29.57,93.47,16.26,66.53,80.4,98.06,14.98,119.07,153.53,27.1,46.75,26.52,16.52,41.9,46.87,70.37,94.52,1.17,1.0,1.1,1.13,1.31,1.18,1.17,1.17,1.13,1.11,1.0,1.0,1.43,1.0,1.24,1.78,1.0,1.0,1.0,1.0,nonDRNA
9.33,2.58,4.17,5.95,2.58,10.91,2.38,2.38,2.98,10.52,1.39,0.6,9.33,3.37,6.55,13.69,3.57,4.17,1.79,1.79,0.33,-0.711,0.005,-0.371,0.314,0.119,0.25,0.524,0.093,0.062,0.119,0.476,0.218,0.04,0.583,0.417,15.95,130.02,30.21,15.45,67.04,18.47,37.56,24.19,129.12,12.6,118.14,78.49,39.29,35.1,19.11,62.85,50.03,13.74,0.0,90.67,1.34,1.0,1.0,1.37,1.0,1.11,1.0,1.0,1.0,1.09,1.0,1.0,1.0,1.0,1.23,1.0,1.18,1.0,0.0,1.0,nonDRNA
14.11,0.4,5.24,10.89,2.02,7.66,4.03,5.65,1.61,9.27,2.42,2.42,3.63,3.63,10.48,2.02,4.44,8.87,0.0,1.21,0.375,-0.653,-0.5,-0.427,0.237,0.161,0.117,0.536,0.036,0.032,0.161,0.508,0.222,0.028,0.488,0.512,24.12,118.77,29.21,27.85,40.68,30.09,72.8,33.99,27.94,18.01,81.06,26.22,33.49,61.27,70.41,25.88,54.98,20.28,165.79,37.41,1.26,1.0,1.12,1.19,1.0,1.13,1.0,1.12,1.15,1.25,1.0,1.21,1.0,1.11,1.12,1.06,1.07,1.14,1.0,1.19,nonDRNA
