ID,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5
Seq_6458,-0.037,-0.111,-0.233,-0.458,0.06
Seq_6459,0.228,-0.925,-0.222,-0.646,0.228
Seq_6460,-0.088,-0.527,-0.372,-0.372,0.279
Seq_6461,0.041,-0.517,-0.365,-0.495,0.076
Seq_6462,0.219,-0.403,-0.222,-0.397,0.17
Seq_6463,0.357,-0.36,0.032,-0.372,-0.11
Seq_6464,0.238,-0.667,-0.365,-0.581,0.005
Seq_6465,0.701,-0.731,-0.445,-0.751,0.15
Seq_6466,0.063,-0.55,-0.023,-0.392,0.028
Seq_6467,0.183,-0.304,-0.023,-0.324,-0.057
Seq_6468,-0.009,-0.438,-0.254,-0.31,0.091
Seq_6469,-0.021,-0.381,-0.545,-0.455,0.154
Seq_6470,0.141,-0.543,-0.008,-0.404,0.047
Seq_6471,0.477,-0.385,0.244,-0.449,-0.22
Seq_6472,0.231,-0.695,-0.252,-0.428,0.166
Seq_6473,0.063,-0.151,-0.263,-0.384,0.044
Seq_6474,-0.055,-0.365,-0.327,-0.42,0.02
Seq_6475,0.042,-1.025,-0.362,-0.455,0.375
Seq_6476,0.236,-0.254,-0.036,-0.343,-0.065
Seq_6477,0.223,-0.425,-0.077,-0.501,0.113
Seq_6478,-0.025,-0.472,-0.157,-0.328,0.178
Seq_6479,-0.648,-1.233,-0.151,-0.315,0.326
Seq_6480,-0.187,-0.915,-0.383,-0.475,0.318
Seq_6481,-0.019,-0.959,-0.32,-0.458,0.362
Seq_6482,0.01,-0.586,-0.131,-0.389,0.173
Seq_6483,0.048,-0.802,-0.068,-0.515,0.307
Seq_6484,0.315,-0.814,-0.075,-0.51,0.118
Seq_6485,0.06,-0.626,-0.425,-0.504,0.282
Seq_6486,-0.194,-0.505,-0.614,-0.58,0.073
Seq_6487,0.089,-0.571,-0.152,-0.428,0.142
Seq_6488,0.148,-0.797,-0.054,-0.674,0.224
Seq_6489,0.225,-0.253,-0.087,-0.585,-0.008
Seq_6490,0.291,-0.743,-0.318,-0.497,0.122
Seq_6491,0.143,-0.591,-0.2,-0.498,0.099
Seq_6492,0.312,-0.535,-0.183,-0.308,0.192
Seq_6493,0.166,-0.477,-0.218,-0.341,0.145
Seq_6494,0.164,-0.483,-0.218,-0.345,0.147
Seq_6495,0.021,-0.156,-0.398,-0.39,0.019
Seq_6496,-0.002,-0.765,-0.226,-0.329,0.361
Seq_6497,0.035,-0.419,-0.27,-0.306,0.188
Seq_6498,0.131,-0.373,-0.187,-0.369,0.048
Seq_6499,0.009,-0.748,-0.309,-0.486,0.174
Seq_6500,0.01,-0.495,-0.158,-0.53,-0.016
Seq_6501,0.241,-0.469,-0.361,-0.343,0.203
Seq_6502,-0.171,-0.2,-0.281,-0.204,0.037
Seq_6503,0.089,-0.52,-0.226,-0.273,0.072
Seq_6504,0.164,-0.614,-0.036,-0.466,0.092
Seq_6505,0.44,-0.65,-0.011,-0.177,0.121
Seq_6506,0.105,-0.632,-0.49,-0.563,0.108
Seq_6507,0.11,-0.761,-0.418,-0.463,0.198
Seq_6508,0.184,-0.959,-0.226,-0.546,0.155
Seq_6509,0.189,-0.483,-0.265,-0.478,0.146
Seq_6510,0.117,-0.251,-0.639,-0.427,0.16
Seq_6511,-0.06,-0.532,-0.352,-0.602,0.245
Seq_6512,0.202,-0.809,-0.232,-0.414,0.25
Seq_6513,-0.046,-0.647,-0.137,-0.502,0.263
Seq_6514,0.09,-0.57,-0.262,-0.286,0.014
Seq_6515,-0.011,-0.579,-0.265,-0.409,0.068
Seq_6516,0.085,-0.2,-0.319,-0.316,0.123
Seq_6517,0.135,-0.619,-0.185,-0.446,0.223
Seq_6518,0.018,-0.636,-0.25,-0.27,0.247
Seq_6519,0.321,-0.601,-0.126,-0.555,0.243
Seq_6520,0.172,-0.549,-0.223,-0.396,0.207
Seq_6521,0.35,-0.833,-0.018,-0.477,0.23
Seq_6522,-0.021,-0.871,-0.34,-0.372,0.309
Seq_6523,0.269,-0.323,-0.236,-0.526,0.197
Seq_6524,0.313,-0.918,0.013,-0.327,0.164
Seq_6525,0.23,-0.487,-0.097,-0.411,0.031
Seq_6526,0.121,-0.471,-0.283,-0.472,0.108
Seq_6527,0.13,-0.749,-0.195,-0.41,0.364
Seq_6528,0.02,-0.527,-0.178,-0.415,0.266
Seq_6529,0.126,-0.579,-0.316,-0.289,0.15
Seq_6530,0.117,-0.553,-0.364,-0.411,0.205
Seq_6531,0.013,-0.713,-0.351,-0.419,0.213
Seq_6532,0.177,-0.193,-0.257,-0.518,-0.007
Seq_6533,0.129,-0.602,-0.196,-0.529,0.061
Seq_6534,0.143,-0.601,-0.2,-0.528,0.057
Seq_6535,0.66,-0.254,-0.516,-0.308,0.129
Seq_6536,0.148,-0.302,-0.202,-0.422,0.201
Seq_6537,0.27,-0.269,-0.036,-0.389,-0.146
Seq_6538,-0.067,-0.554,-0.242,-0.321,0.281
Seq_6539,0.202,-0.553,-0.173,-0.478,0.19
Seq_6540,0.433,-0.312,-0.082,-0.467,0.045
Seq_6541,0.507,-0.417,-0.464,-0.391,0.022
Seq_6542,0.139,-0.814,-0.323,-0.592,0.061
Seq_6543,0.225,-0.421,-0.157,-0.479,0.143
Seq_6544,0.036,-0.295,-0.317,-0.425,0.034
Seq_6545,0.11,-0.37,-0.251,-0.44,0.231
Seq_6546,0.47,-0.766,0.071,-0.604,0.087
Seq_6547,0.03,-0.452,-0.16,-0.322,0.22
Seq_6548,0.019,-0.445,-0.195,-0.224,0.222
Seq_6549,0.02,-0.609,-0.237,-0.444,0.201
Seq_6550,0.214,-0.859,-0.38,-0.495,0.169
Seq_6551,-0.022,-0.363,-0.318,-0.266,0.285
Seq_6552,-0.292,-0.739,-0.266,-0.366,0.26
Seq_6553,0.382,-0.499,-0.252,-0.428,0.194
Seq_6554,0.641,-0.621,0.354,-0.508,-0.278
Seq_6555,0.228,-0.516,-0.155,-0.577,0.243
Seq_6556,0.219,-0.554,-0.149,-0.587,0.231
Seq_6557,0.481,-0.489,-0.197,-0.497,0.107
Seq_6558,0.191,-0.234,-0.224,-0.202,0.085
Seq_6559,0.121,-0.616,-0.217,-0.691,0.116
Seq_6560,0.422,-0.949,-0.166,-0.47,0.333
Seq_6561,0.188,-0.595,-0.176,-0.5,0.159
Seq_6562,0.222,-0.619,-0.379,-0.611,0.102
Seq_6563,0.389,-0.467,-0.676,-0.631,0.197
Seq_6564,0.155,-0.625,-0.209,-0.381,0.329
Seq_6565,0.443,-0.302,0.015,-0.313,0.212
Seq_6566,0.212,-0.376,-0.249,-0.344,0.146
Seq_6567,0.283,-0.336,-0.269,-0.283,0.046
Seq_6568,0.076,-0.66,-0.283,-0.326,0.172
Seq_6569,0.214,-0.362,-0.348,-0.371,0.134
Seq_6570,0.113,-0.51,-0.305,-0.324,0.304
Seq_6571,0.143,-0.678,-0.115,-0.45,0.209
Seq_6572,-0.06,-0.418,-0.304,-0.241,0.189
Seq_6573,0.062,-0.3,-0.144,-0.396,0.119
Seq_6574,0.1,-0.419,-0.216,-0.467,0.139
Seq_6575,-0.081,-0.795,-0.243,-0.297,0.158
Seq_6576,0.223,-0.167,-0.025,-0.38,-0.062
Seq_6577,0.141,-0.262,-0.163,-0.399,0.014
Seq_6578,0.013,-0.588,-0.323,-0.434,0.265
Seq_6579,-0.003,-0.56,-0.319,-0.464,0.248
Seq_6580,-0.311,-0.425,-0.382,-0.171,0.324
Seq_6581,-0.6,-0.478,-0.506,-0.078,0.173
Seq_6582,0.225,-0.907,-0.143,-0.49,0.196
Seq_6583,0.178,-0.637,-0.57,-0.521,0.186
Seq_6584,0.201,-0.691,0.01,-0.225,0.117
Seq_6585,0.114,-0.424,-0.231,-0.613,0.035
Seq_6586,0.481,0.086,-0.307,-0.144,0.015
Seq_6587,0.203,-0.497,0.064,-0.483,0.144
Seq_6588,0.246,-0.608,0.156,-0.426,-0.05
Seq_6589,0.21,-0.595,-0.038,-0.507,0.022
Seq_6590,0.197,-0.777,-0.41,-0.326,0.293
Seq_6591,0.321,-0.463,-0.223,-0.402,0.229
Seq_6592,0.701,-0.453,0.307,-0.405,-0.222
Seq_6593,0.042,-0.51,-0.191,-0.331,0.216
Seq_6594,0.2,-0.452,-0.203,-0.335,0.077
Seq_6595,0.13,-0.682,-0.323,-0.455,0.157
Seq_6596,-0.103,-0.663,-0.251,-0.237,0.343
Seq_6597,0.137,-0.442,-0.279,-0.35,0.207
Seq_6598,0.157,-0.557,-0.086,-0.478,0.036
Seq_6599,0.417,-0.919,0.329,-0.495,0.014
Seq_6600,-0.237,-0.641,-0.223,-0.316,0.299
Seq_6601,0.262,-1.029,-0.076,-0.544,0.166
Seq_6602,0.171,-0.983,-0.109,-0.437,0.185
Seq_6603,-0.04,-0.58,-0.257,-0.395,0.176
Seq_6604,0.213,-0.534,-0.285,-0.457,0.097
Seq_6605,0.044,-0.838,-0.186,-0.479,0.263
Seq_6606,0.215,-0.51,-0.294,-0.356,0.195
Seq_6607,0.039,-0.622,-0.278,-0.371,0.28
Seq_6608,0.131,-0.823,-0.181,-0.618,0.159
Seq_6609,-0.047,-0.297,-0.256,-0.391,0.024
Seq_6610,0.168,-0.945,0.038,-0.519,0.12
Seq_6611,0.179,-0.442,-0.019,-0.222,-0.244
Seq_6612,0.317,-0.43,-0.068,-0.158,-0.215
Seq_6613,0.324,-0.433,-0.101,-0.21,-0.257
Seq_6614,0.325,-0.564,0.146,-0.396,-0.29
Seq_6615,0.349,-0.331,-0.098,-0.183,-0.273
Seq_6616,0.377,-0.769,-0.288,-0.646,0.141
Seq_6617,0.087,-0.685,-0.298,-0.507,0.126
Seq_6618,0.385,-0.985,-0.063,-0.441,0.148
Seq_6619,0.198,-0.738,-0.087,-0.44,0.061
Seq_6620,0.329,-0.406,-0.223,-0.591,0.141
Seq_6621,0.023,-0.562,-0.322,-0.557,0.164
Seq_6622,0.063,-0.066,-0.254,-0.455,0.01
Seq_6623,0.09,-0.461,-0.452,-0.516,0.055
Seq_6624,0.24,-0.771,-0.519,-0.584,0.129
Seq_6625,0.064,-0.52,-0.519,-0.613,0.217
Seq_6626,0.141,-0.68,-0.524,-0.393,0.166
Seq_6627,-0.446,-0.7,-0.163,-0.32,0.4
Seq_6628,-0.141,-0.88,-0.406,-0.362,0.208
Seq_6629,0.018,-0.681,-0.303,-0.398,0.141
Seq_6630,0.016,-0.907,-0.28,-0.422,0.323
Seq_6631,0.149,-0.435,-0.294,-0.348,0.101
Seq_6632,-0.162,-0.483,-0.37,-0.381,0.343
Seq_6633,-0.005,-0.846,-0.193,-0.453,0.378
Seq_6634,0.018,-0.559,-0.349,-0.323,0.202
Seq_6635,0.279,-0.604,-0.283,-0.455,0.095
Seq_6636,0.037,-0.785,-0.241,-0.379,0.252
Seq_6637,0.017,-0.809,-0.246,-0.372,0.23
Seq_6638,0.045,-0.885,-0.207,-0.463,0.335
Seq_6639,0.071,-0.506,-0.386,-0.225,0.236
Seq_6640,-0.009,-0.849,-0.157,-0.366,0.373
Seq_6641,0.148,-0.664,-0.217,-0.437,0.187
Seq_6642,0.084,-0.372,-0.489,-0.504,0.219
Seq_6643,-0.017,-0.474,-0.22,-0.349,0.208
Seq_6644,0.485,-0.558,-0.224,-0.418,0.17
Seq_6645,0.375,-0.472,-0.299,-0.337,0.135
Seq_6646,0.344,-0.503,-0.283,-0.356,0.137
Seq_6647,0.324,-0.492,-0.283,-0.361,0.146
Seq_6648,0.254,-0.485,-0.227,-0.427,0.177
Seq_6649,0.144,-0.525,-0.208,-0.453,0.097
Seq_6650,0.626,-0.208,-0.381,-0.423,0.124
Seq_6651,0.036,-0.532,-0.176,-0.304,0.059
Seq_6652,0.098,-0.866,-0.222,-0.376,0.328
Seq_6653,0.304,-0.426,-0.331,-0.367,0.14
Seq_6654,0.394,-0.466,-0.296,-0.367,0.131
Seq_6655,0.365,-0.49,-0.288,-0.386,0.154
Seq_6656,0.319,-0.505,-0.294,-0.374,0.159
Seq_6657,0.3,-0.484,-0.311,-0.38,0.148
Seq_6658,0.322,-0.468,-0.298,-0.368,0.13
Seq_6659,0.322,-0.487,-0.304,-0.383,0.145
Seq_6660,0.344,-0.476,-0.31,-0.376,0.142
Seq_6661,0.122,-0.523,-0.211,-0.553,-0.011
Seq_6662,0.154,-0.106,-0.415,-0.47,-0.111
Seq_6663,0.112,-0.534,-0.264,-0.54,-0.001
Seq_6664,-0.059,-0.537,-0.418,-0.506,0.112
Seq_6665,-0.115,-0.32,-0.328,-0.427,0.003
Seq_6666,0.062,-0.82,-0.199,-0.485,0.255
Seq_6667,0.02,-0.848,-0.274,-0.414,0.179
Seq_6668,-0.19,-0.456,-0.33,-0.315,0.248
Seq_6669,0.041,-0.73,-0.31,-0.267,0.329
Seq_6670,0.081,-0.527,-0.388,-0.343,0.217
Seq_6671,0.107,-0.385,-0.222,-0.359,0.063
Seq_6672,0.066,-0.706,-0.239,-0.385,0.248
Seq_6673,0.051,-0.806,-0.171,-0.404,0.42
Seq_6674,0.139,-0.195,-0.332,-0.264,0.212
Seq_6675,0.109,-0.57,-0.405,-0.445,0.301
Seq_6676,0.037,-0.49,-0.598,-0.463,0.178
Seq_6677,-0.149,-0.282,-0.302,-0.169,0.087
Seq_6678,-0.147,-0.328,-0.263,-0.271,0.097
Seq_6679,-0.021,-0.198,-0.294,-0.358,0.111
Seq_6680,0.212,-0.774,-0.112,-0.503,0.138
Seq_6681,0.086,-0.563,-0.23,-0.657,0.14
Seq_6682,0.233,-0.312,-0.101,-0.788,0.181
Seq_6683,0.308,-0.409,-0.171,-0.185,0.313
Seq_6684,0.576,-0.119,-0.236,-0.357,0.013
Seq_6685,0.157,-0.314,-0.207,-0.383,0.074
Seq_6686,0.002,-0.518,-0.396,-0.394,0.115
Seq_6687,0.391,-0.719,0.043,-0.349,0.383
Seq_6688,0.096,-0.36,-0.336,-0.324,0.152
Seq_6689,0.087,-0.584,-0.203,-0.402,0.13
Seq_6690,0.176,-0.327,-0.216,-0.216,0.196
Seq_6691,0.195,-0.297,-0.317,-0.402,0.127
Seq_6692,0.432,-0.304,-0.449,-0.41,0.182
Seq_6693,0.34,-0.152,-0.318,-0.459,0.146
Seq_6694,0.309,-0.192,-0.367,-0.501,0.123
Seq_6695,0.182,-0.489,-0.138,-0.369,0.148
Seq_6696,-0.263,-0.565,-0.589,-0.415,0.304
Seq_6697,0.184,-0.517,-0.251,-0.431,0.189
Seq_6698,0.264,-0.314,-0.165,-0.333,0.366
Seq_6699,0.277,-0.301,-0.281,-0.439,0.094
Seq_6700,0.234,-0.426,-0.496,-0.608,0.048
Seq_6701,0.139,-0.38,-0.331,-0.373,0.12
Seq_6702,0.526,-0.619,-0.348,-0.498,0.224
Seq_6703,0.166,-0.788,-0.267,-0.484,0.101
Seq_6704,0.558,-0.322,-0.173,-0.428,0.132
Seq_6705,0.533,-0.287,-0.19,-0.423,0.112
Seq_6706,0.128,-0.274,-0.187,-0.425,0.074
Seq_6707,0.144,-0.502,-0.387,-0.457,0.179
Seq_6708,0.132,-0.609,-0.071,-0.336,0.105
Seq_6709,0.092,-0.325,-0.458,-0.488,0.139
Seq_6710,0.301,-0.392,-0.351,-0.8,0.272
Seq_6711,0.252,-0.685,-0.454,-0.56,0.191
Seq_6712,-0.198,-0.245,-0.284,-0.252,0.116
Seq_6713,0.423,-0.924,0.152,-0.607,-0.078
Seq_6714,0.197,-0.574,-0.138,-0.312,0.212
Seq_6715,0.2,-0.768,-0.211,-0.342,0.241
Seq_6716,0.152,-0.335,-0.343,-0.473,0.131
Seq_6717,-0.067,-0.321,-0.177,-0.399,0.271
Seq_6718,0.177,-0.753,-0.228,-0.423,0.168
Seq_6719,0.156,-0.588,0.023,-0.254,0.158
Seq_6720,0.095,-0.527,-0.021,-0.452,0.26
Seq_6721,-0.549,-0.996,-0.348,-0.38,0.294
Seq_6722,-0.22,-0.436,-0.122,-0.348,0.222
Seq_6723,-0.151,-0.474,-0.477,-0.219,0.324
Seq_6724,0.729,-0.259,-0.324,-0.345,0.214
Seq_6725,-0.122,-0.456,-0.105,-0.215,0.169
Seq_6726,0.039,-0.467,-0.182,-0.329,0.1
Seq_6727,0.095,-0.512,-0.138,-0.322,0.135
Seq_6728,0.54,-0.256,-0.302,-0.416,0.139
Seq_6729,0.188,-0.319,-0.447,-0.408,0.155
Seq_6730,0.025,-0.545,-0.171,-0.395,0.238
Seq_6731,0.39,-0.533,-0.365,-0.567,0.254
Seq_6732,0.437,-0.205,-0.253,-0.395,0.111
Seq_6733,0.006,-0.331,-0.371,-0.404,0.057
Seq_6734,0.118,-0.632,-0.297,-0.388,0.194
Seq_6735,0.125,-0.71,-0.337,-0.426,0.241
Seq_6736,0.433,-0.472,-0.016,-0.402,0.204
Seq_6737,-0.115,-0.633,-0.36,-0.422,0.306
Seq_6738,0.198,-0.308,-0.112,-0.787,0.196
Seq_6739,0.36,-0.19,-0.051,-0.181,0.225
Seq_6740,-0.161,-0.325,-0.31,-0.264,0.097
Seq_6741,-0.16,-0.324,-0.303,-0.269,0.093
Seq_6742,0.049,-0.821,-0.142,-0.438,0.125
Seq_6743,0.341,-0.702,-0.234,-0.435,0.288
Seq_6744,0.188,-0.684,-0.329,-0.409,0.182
Seq_6745,-0.06,-0.697,-0.379,-0.442,0.284
Seq_6746,0.549,-0.388,-0.019,-0.338,0.104
Seq_6747,-0.043,-0.667,-0.137,-0.585,0.079
Seq_6748,-0.056,-0.319,-0.142,-0.268,0.175
Seq_6749,0.032,-0.171,-0.432,-0.433,0.138
Seq_6750,0.314,-0.654,-0.17,-0.37,-0.034
Seq_6751,-0.02,-0.448,-0.356,-0.446,0.063
Seq_6752,-0.155,-0.056,-0.238,-0.297,0.04
Seq_6753,0.145,-0.459,-0.229,-0.469,0.122
Seq_6754,0.779,-0.163,-0.591,-0.332,0.2
Seq_6755,0.572,-0.313,-0.281,-0.663,0.073
Seq_6756,0.041,-0.428,-0.4,-0.405,0.093
Seq_6757,0.443,-0.313,-0.256,-0.404,0.115
Seq_6758,0.251,-0.614,-0.396,-0.361,0.103
Seq_6759,-0.073,-0.88,-0.368,-0.327,0.217
Seq_6760,0.772,-0.919,-0.129,-0.54,0.143
Seq_6761,-0.139,-0.423,-0.343,-0.27,0.249
Seq_6762,0.233,-0.409,-0.312,-0.48,0.213
Seq_6763,-0.715,-1.057,-0.216,-0.372,0.15
Seq_6764,0.21,-0.552,-0.101,-0.338,0.128
Seq_6765,0.37,-0.697,-0.468,-0.375,-0.068
Seq_6766,0.237,-0.751,-0.287,-0.541,0.083
Seq_6767,-0.044,-0.83,-0.218,-0.337,0.278
Seq_6768,-0.176,-0.783,-0.578,-0.447,0.157
Seq_6769,0.245,-0.468,-0.15,-0.318,0.091
Seq_6770,-0.073,-0.692,-0.175,-0.517,0.226
Seq_6771,0.031,-0.238,-0.153,-0.351,0.062
Seq_6772,0.276,-0.525,-0.396,-0.516,0.232
Seq_6773,0.259,-0.623,-0.474,-0.563,0.157
Seq_6774,0.142,-0.193,-0.561,-0.384,0.046
Seq_6775,-0.315,-0.369,-0.36,-0.584,0.134
Seq_6776,0.125,-0.726,-0.272,-0.482,0.198
Seq_6777,0.342,-0.51,-0.199,-0.376,0.477
Seq_6778,0.001,-0.592,-0.305,-0.517,0.134
Seq_6779,-0.268,-0.442,-0.289,-0.374,0.186
Seq_6780,0.038,-0.759,-0.451,-0.63,0.208
Seq_6781,0.184,-0.666,-0.339,-0.533,-0.024
Seq_6782,-0.089,-0.365,-0.335,-0.378,0.151
Seq_6783,0.158,-0.659,-0.254,-0.446,0.176
Seq_6784,0.433,-0.401,-0.263,-0.456,0.094
Seq_6785,0.501,-0.299,-0.197,-0.474,0.062
Seq_6786,0.227,-0.597,-0.131,-0.334,0.192
Seq_6787,0.009,-0.62,-0.208,-0.548,0.079
Seq_6788,0.047,-0.866,-0.217,-0.426,0.25
Seq_6789,-0.023,-0.876,-0.264,-0.358,0.311
Seq_6790,0.116,-0.56,-0.211,-0.421,0.153
Seq_6791,0.545,-0.949,-0.157,-0.651,0.188
Seq_6792,0.749,-0.248,-0.263,-0.667,0.12
Seq_6793,0.226,-0.188,-0.374,-0.428,0.242
Seq_6794,0.357,-0.334,-0.29,-0.53,0.141
Seq_6795,0.184,-0.676,-0.264,-0.508,0.062
Seq_6796,0.023,-0.708,-0.208,-0.322,0.305
Seq_6797,0.26,-0.69,-0.192,-0.341,0.164
Seq_6798,0.052,-0.908,-0.31,-0.515,0.28
Seq_6799,0.164,-0.522,-0.374,-0.579,0.048
Seq_6800,0.071,-0.324,-0.153,-0.407,0.043
Seq_6801,0.238,-0.238,-0.231,-0.429,0.045
Seq_6802,0.235,-0.276,-0.212,-0.433,0.066
Seq_6803,0.079,-0.286,-0.323,-0.324,0.105
Seq_6804,0.242,-0.379,-0.361,-0.563,0.175
Seq_6805,0.278,-0.372,-0.352,-0.609,0.155
Seq_6806,0.12,-0.526,-0.291,-0.589,0.239
Seq_6807,-0.086,-0.695,-0.306,-0.383,0.312
Seq_6808,0.066,-0.437,-0.182,-0.413,0.201
Seq_6809,0.371,-0.881,-0.281,-0.568,0.211
Seq_6810,0.152,-0.464,-0.156,-0.311,0.127
Seq_6811,-0.005,-0.415,-0.055,-0.284,0.13
Seq_6812,0.129,-0.921,-0.174,-0.535,0.098
Seq_6813,0.026,-0.491,-0.303,-0.108,0.364
Seq_6814,0.335,-0.134,-0.316,-0.291,-0.013
Seq_6815,0.128,-0.633,-0.309,-0.485,0.121
Seq_6816,0.116,-0.713,-0.117,-0.508,0.167
Seq_6817,0.523,-0.216,-0.305,-0.659,0.114
Seq_6818,-0.008,-0.59,-0.145,-0.498,0.18
Seq_6819,-0.03,-0.515,-0.166,-0.317,0.15
Seq_6820,0.176,-0.418,-0.264,-0.333,0.144
Seq_6821,0.344,-0.339,-0.287,-0.399,0.135
Seq_6822,0.387,-0.444,-0.295,-0.431,0.178
Seq_6823,0.232,-0.481,-0.317,-0.295,0.253
Seq_6824,0.665,-0.393,-0.387,-0.556,0.156
Seq_6825,0.21,-0.623,-0.307,-0.421,0.23
Seq_6826,0.238,-0.477,-0.081,-0.383,0.115
Seq_6827,0.123,-0.43,-0.347,-0.521,0.266
Seq_6828,0.25,-0.58,-0.351,-0.505,0.234
Seq_6829,0.16,-0.904,-0.257,-0.482,0.219
Seq_6830,0.065,-0.15,-0.314,-0.413,0.087
Seq_6831,0.348,-0.773,-0.19,-0.49,0.228
Seq_6832,0.533,-0.132,-0.153,-0.392,-0.088
Seq_6833,0.608,-0.386,-0.327,-0.53,0.148
Seq_6834,0.079,-0.283,-0.213,-0.455,-0.034
Seq_6835,0.322,-0.375,-0.358,-0.627,0.152
Seq_6836,0.385,-0.414,-0.464,-0.519,0.175
Seq_6837,0.545,-0.718,-0.512,-0.199,0.217
Seq_6838,0.133,-0.449,-0.339,-0.461,0.139
Seq_6839,0.025,-0.378,-0.328,-0.329,0.186
Seq_6840,0.111,-0.28,-0.254,-0.239,0.119
Seq_6841,0.046,-0.748,-0.319,-0.51,0.184
Seq_6842,0.193,-0.37,-0.39,-0.472,0.094
Seq_6843,-0.044,-1.149,-0.156,-0.4,0.332
Seq_6844,0.008,-0.3,-0.332,-0.418,0.052
Seq_6845,-0.04,-0.783,-0.361,-0.577,0.206
Seq_6846,0.451,-0.421,-0.233,-0.31,-0.03
Seq_6847,0.166,-0.359,-0.181,-0.477,-0.007
Seq_6848,-0.155,-0.773,-0.344,-0.53,0.233
Seq_6849,-0.132,-0.789,-0.299,-0.461,0.11
Seq_6850,0.068,-0.225,-0.252,-0.44,-0.003
Seq_6851,0.104,-0.601,-0.24,-0.388,0.148
Seq_6852,-0.055,-0.599,-0.409,-0.503,0.121
Seq_6853,0.277,-0.682,-0.279,-0.5,0.132
Seq_6854,-0.452,-0.456,-0.488,-0.437,0.126
Seq_6855,-0.078,-0.577,-0.349,-0.323,0.197
Seq_6856,0.056,-0.387,-0.253,-0.23,0.211
Seq_6857,0.375,-0.569,-0.091,-0.438,0.001
Seq_6858,0.168,-0.38,-0.33,-0.451,0.084
Seq_6859,0.421,-0.269,-0.175,-0.589,-0.011
Seq_6860,0.034,-0.839,-0.406,-0.487,0.234
Seq_6861,-0.028,-0.947,-0.355,-0.577,0.233
Seq_6862,0.515,-0.367,-0.409,-0.382,0.114
Seq_6863,0.169,-0.436,-0.278,-0.422,0.087
Seq_6864,0.131,-0.563,-0.207,-0.362,0.199
Seq_6865,0.447,-0.351,-0.237,-0.788,-0.03
Seq_6866,0.558,-0.449,0.136,-0.501,0.177
Seq_6867,-0.019,0.009,-0.401,-0.28,-0.011
Seq_6868,0.329,-0.537,-0.475,-0.505,0.223
Seq_6869,0.382,-0.327,-0.355,-0.606,0.086
Seq_6870,0.019,-0.299,-0.159,-0.307,-0.027
Seq_6871,0.401,-0.548,-0.393,-0.542,0.181
Seq_6872,0.08,-0.34,-0.43,-0.445,0.134
Seq_6873,0.065,-0.88,-0.183,-0.301,0.358
Seq_6874,0.191,-0.651,-0.324,-0.356,0.255
Seq_6875,0.058,-0.654,-0.288,-0.472,0.19
Seq_6876,0.129,-0.365,-0.163,-0.429,0.078
Seq_6877,0.213,-0.059,-0.312,-0.045,0.174
Seq_6878,0.2,-0.342,-0.363,-0.46,0.118
Seq_6879,-0.033,-0.849,-0.368,-0.503,0.207
Seq_6880,0.171,-0.412,-0.214,-0.724,0.111
Seq_6881,0.063,-0.529,-0.101,-0.635,0.083
Seq_6882,0.25,-0.351,-0.235,-0.509,0.108
Seq_6883,-0.082,-0.381,-0.326,-0.289,0.163
Seq_6884,-0.008,-0.869,-0.236,-0.41,0.239
Seq_6885,0.378,-0.227,-0.106,-0.305,0.031
Seq_6886,0.225,-0.433,-0.292,-0.445,0.088
Seq_6887,0.084,-0.529,-0.216,-0.357,0.189
Seq_6888,0.11,-0.223,-0.319,-0.274,0.231
Seq_6889,0.232,-0.624,-0.341,-0.512,0.133
Seq_6890,0.025,-0.581,-0.19,-0.461,0.176
Seq_6891,0.399,-0.302,-0.541,-0.28,0.2
Seq_6892,0.193,-0.484,-0.15,-0.299,0.246
Seq_6893,0.079,-0.399,-0.164,-0.43,-0.059
Seq_6894,0.082,-0.395,-0.159,-0.423,-0.062
Seq_6895,0.613,-0.202,-0.199,-0.607,0.215
Seq_6896,0.005,-0.819,-0.098,-0.46,0.216
Seq_6897,0.139,-0.455,-0.335,-0.596,0.107
Seq_6898,0.124,-0.165,-0.263,-0.416,0.079
Seq_6899,0.171,-0.358,-0.28,-0.426,0.012
Seq_6900,0.013,-0.609,-0.378,-0.451,0.302
Seq_6901,0.022,-0.81,-0.211,-0.532,0.134
Seq_6902,0.405,-0.406,0.194,-0.183,0.036
Seq_6903,-0.053,-0.457,0.007,-0.389,0.055
Seq_6904,-0.023,-0.457,-0.039,-0.339,0.064
Seq_6905,0.206,-0.392,-0.266,-0.503,0.226
Seq_6906,0.717,-0.227,-0.497,-0.673,0.144
Seq_6907,0.113,-0.559,-0.07,-0.41,0.149
Seq_6908,0.096,-0.271,-0.128,-0.424,0.095
Seq_6909,-0.022,-0.605,-0.308,-0.476,0.13
Seq_6910,0.053,-0.708,-0.229,-0.401,0.273
Seq_6911,-0.086,-0.173,-0.217,-0.306,0.076
Seq_6912,0.055,-0.257,-0.48,-0.453,0.053
Seq_6913,0.348,-0.425,0.241,-0.682,0.035
Seq_6914,-0.023,-0.819,-0.358,-0.569,0.24
Seq_6915,-0.045,-0.366,-0.415,-0.438,0.17
Seq_6916,0.421,-0.556,-0.136,-0.507,0.051
Seq_6917,-0.02,-0.51,-0.357,-0.275,0.219
Seq_6918,0.225,-0.476,-0.17,-0.372,0.249
